|node|,|area|,|name|,|grade|,|stars|,|latitude|,|longitude|,|tags|
|1813|,|Flock Hill|,|Captain Obvious|,|V8|,|2|,|-43.182895564500|,|171.746901870000|,|[ZO,2012,Compression,Highball]|,|Jump start to crimp and big sidepull. Slappy compression will see you to the top.|
|1814|,|Flock Hill|,|Great Odin's Raven|,|V6|,|1|,|-43.183155059814|,|171.747177124020|,|[PA,2012,Dyno,Pockets,Morpho]|,|Big dyno to ledge from two sharp but positive pockets. Mount the ledge to finish.|
|1815|,|Flock Hill|,|Vertibraille|,|V5|,|3|,|-43.184630329400|,|171.745297909000|,|[ZO,2012,Highball,Traverse]|,|Start on ledge and traverse right on some amazing holds.|
|1816|,|Flock Hill|,|Arch Nemesis|,|V1?|,|3|,|-43.184591214600|,|171.745316684000|,|[Project,Crimpers,Pinch,3starV14+]|,|Looks classic, start on bad edge and bust out left.|
|1817|,|Flock Hill|,|The Silk Road|,|V6|,|3|,|-43.186480400000|,|171.747154000000|,|[ZO,JM,2010,Arete]|,|Great moves up arete|
|1818|,|Flock Hill|,|Hells Half Mile|,|V5|,|3|,|-43.180615065800|,|171.748881340000|,|[JM,2011,Highball]|,|Descend the crack to the right of HHM to get into the pit, climb up the top of the scarp on edges and brilliant sloping rails, get some pads!|
|1819|,|Flock Hill|,|Julian's Arete|,|V8|,|3|,|-43.185436100000|,|171.747918400000|,|[JS,2004,Highball,Arete]|,|Start down left around the corner and climb deviousness to the jug and long move to top out.|
|1820|,|Flock Hill|,|Spandex|,|V4|,|2|,|-43.182023274000|,|171.746030152000|,|[DT,2007,Span,Runnel]|,|Start to the right and climb the groove.|
|1821|,|Quantum Field|,|Splinter|,|V5|,|0|,|-43.229251861572|,|171.716201782230|,|[PA,2012]|,|SS low matched on obvious edge. Finish on jug flake.|
|1822|,|Quantum Field|,|Tweaker|,|V8|,|1|,|-43.229251788900|,|171.716206670000|,|[PA,2012,Steep,Crimpers,hidden]|,|Start half way up the "ramp" on obvious flat jug. Move up and right to join "Splinter" and finish up this. Mind your dabs!|
|1910|,|Cave Stream|,|The Prankster|,|V7|,|0|,|-43.195831298828|,|171.743438720703|,|[DJ,1998,Roof]|,g
|1911|,|Cave Stream|,|River boulder|,|V7|,|0|,|-43.198103881700|,|171.743414998000|,|[DT,2006,Slopers,Face]|,g
|1912|,|Cave Stream|,|Cave stream river ss|,|V7|,|0|,|-43.198089599609|,|171.743423461914|,|[DT,2011,Crimpers]|,g
|1913|,|Cave Stream|,|Waterworld sit|,|V6|,|0|,|-43.198135375977|,|171.743347167969|,|[MP,2006,Arete]|,g
|1914|,|Dark Castle|,|Impact|,|V8|,|1|,|-43.226566509800|,|171.716828942000|,|[DT,2005,Dyno,pojo]|,g
|1915|,|Dry Valley|,|Vision|,|V7|,|0|,|-43.195781707764|,|171.751663208008|,|[DT,2000,Slopers]|,g
|1916|,|Dry Valley|,|Sound of Silence|,|V7|,|0|,|-43.194306557400|,|171.751094162000|,|[SL,2001,Slopers,Crimpers]|,g
|1917|,|Dry Valley|,|Dub|,|V7|,|0|,|-43.193439483643|,|171.754577636719|,|[DJ,2001,Runnel]|,g
|1918|,|Dry Valley|,|Double Play|,|V7|,|0|,|-43.196243286133|,|171.755172729492|,|[DT,2001,power,Pockets]|,g
|1919|,|Dry Valley|,|Double Vision|,|V7|,|0|,|-43.195785522461|,|171.751708984375|,|[DT,2001,Slopers]|,g
|1920|,|Dry Valley|,|The Gambit|,|V7|,|0|,|-43.196177874000|,|171.751303375000|,|[DT,2001,Pockets]|,||
|1921|,|Dry Valley|,|Mach dic lang|,|V7|,|0|,|-43.196643829346|,|171.750732421875|,|[DT,2001,Pockets]|,g
|1923|,|Dry Valley|,|Arete with flowing foot|,|V7|,|0|,|-43.193480077673|,|171.756978929040|,|[DT,2003,Slab]|,g
|1924|,|Dry Valley|,|The Refrigerator Door|,|V6|,|0|,|-43.193988800049|,|171.756164550781|,|[KB,2001,Compression,Arete]|,|Compress the slightly chossy arete|
|1925|,|Dry Valley|,|Cinnamon|,|V6|,|0|,|-43.196044921875|,|171.751586914063|,|[JS,2001,Crimpers]|,g
|1926|,|Dry Valley|,|First block in valley|,|V6|,|0|,|-43.195411364611|,|171.750023961070|,|[DT,2001,Slab,Undercling]|,|Mount the tenuous slab using a vicious undercling|
|1927|,|Dry Valley|,|The sound of coffee|,|V6|,|0|,|-43.193096160889|,|171.754409790039|,|[DT,2001,Smears,Slab]|,g
|1928|,|Dry Valley|,|Arete of Ivan's|,|V6|,|0|,|-43.194023132324|,|171.751419067383|,|[IV,2001,Arete]|,g
|1929|,|Dry Valley|,|high fridge (noddy town)|,|V6|,|0|,|-43.191532135010|,|171.752578735352|,|[DT,2002,Highball]|,g
|1930|,|Dry Valley|,|slab thing top boulder|,|V6|,|0|,|-43.194418016700|,|171.756525636000|,|[DT,2002,Pockets,Smears,Slab]|,g
|1931|,|Dry Valley|,|Hawk Wind|,|V6|,|1|,|-43.196701910500|,|171.753095090000|,|[GG,2007,Dyno]|,|Dyno from underclings.|
|1932|,|Flock Hill|,|Grandma Starflash|,|V5|,|2|,|-43.184874796200|,|171.745000184000|,|[ZO,2011,Highball]|,|Hard moves to jug bulb. Delicate moves on small holds make for an exciting finish|
|1934|,|Flock Hill|,|Optimus Gryme|,|V7|,|2|,|-43.181274189500|,|171.748505831000|,|[ZO,2010,Unrepeated,Highball]|,|Hard moves on small holds at start. Topout in the groove slot.|
|1935|,|Flock Hill|,|Interplanetary Theory|,|V8|,|1|,|-43.185003874300|,|171.745531261000|,|[DT,2012,Dyno,Slopers]|,|Pull on to bad sloper with worse feet and then explode sideways to good holds. Always in the shade.|
|1936|,|Flock Hill|,|Ricochet|,|V11|,|1|,|-43.185125129300|,|171.745705605000|,|[DT,2012,Unrepeated,Slopers,Crimpers]|,|Start on low left crimper bad right hand - move to higher righthand crimp sidepull. We tried stacks of sequences to get left had off good edge so we can put heel on it. Hard moves off left heel leads to bad slopers over the top. Need to pad the adjacent wall.|
|1937|,|Flock Hill|,|Gothic|,|V7|,|0|,|-43.186187744141|,|171.746719360350|,|[DT,2002,Dyno,Crimpers]|,g
|1938|,|Flock Hill|,|Sendasaurus|,|V6|,|1|,|-43.188377400000|,|171.748175900000|,|[Smears]|,|One of the older 'hard' problems at Flock, rumoured to have been sent by Dave Fearnly in a climb off in a competition in the early 90's.|
|1939|,|Flock Hill|,|Ganba|,|V6|,|1|,|-43.186876700000|,|171.747400800000|,|[DT,2001]|,||
|1940|,|Flock Hill|,|Ice Age|,|V7|,|0|,|-43.187218400000|,|171.746066100000|,|[IV,1998,Smears]|,g
|1941|,|Flock Hill|,|Captain Contact|,|V7|,|0|,|-43.183003100000|,|171.746588100000|,|[DT,2001,Undercling]|,|Crimp with left, hold undercling with right and move to edge and slopers to top out.  Can be done with right toe hook making it easier.|
|1942|,|Flock Hill|,|Disconnect|,|V7|,|2|,|-43.185481100000|,|171.746757000000|,|[DJ,2001,Midgets,Crimpers]|,|Traverse the rail of crimpers. Starts on the big flat left hand hold (a triangular slot) and right near to that.|
|1943|,|Flock Hill|,|Noncensipi|,|V7|,|0|,|-43.184265136719|,|171.748535156250|,|[DT,2001,Pockets,Rockover]|,g
|1944|,|Flock Hill|,|Octapussy|,|V7|,|0|,|-43.184413242000|,|171.747974753000|,|[IV,2001,Runnel]|,g
|1945|,|Flock Hill|,|Reach Out|,|V7|,|0|,|-43.184134400000|,|171.747163700000|,|[SL,2001,Span]|,g
|1946|,|Flock Hill|,|Grease Paint and Monkey Brains|,|V7|,|0|,|-43.186145782471|,|171.746658325190|,|[SL,2001,Smears,Slab]|,g
|1947|,|Flock Hill|,|Humpf!|,|V7|,|1|,|-43.184432799400|,|171.748251021000|,|[IV,2001,Mantle]|,|Start right hand on a credit card sized crimp and left on the big hold.  Use small feet to hit the slopey lip and perform a mantle/muscle-up.  On the dark side, so it needs a regular wash to keep the moss away.|
|1948|,|Flock Hill|,|Rasp|,|V7|,|0|,|-43.183803046300|,|171.748900115000|,|[DT,2002,Midgets,Crimpers]|,g
|1950|,|Flock Hill|,|Beauty school dropout sit|,|V7|,|1|,|-43.186550834600|,|171.745499074000|,|[DT,2002,Dyno,Midgets]|,|Sit start and dyno to jug to start the stand.|
|1951|,|Flock Hill|,|New Dawn Fades|,|V7|,|1|,|-43.184117900000|,|171.746107900000|,|[DH,2003,Midgets,Crimpers]|,||
|1952|,|Flock Hill|,|The Great Escape|,|V7|,|0|,|-43.183673858643|,|171.747055053710|,|[MP,2003,Crimpers,Traverse]|,g
|1953|,|Flock Hill|,|Mats one day boulder sit|,|V7|,|0|,|-43.184145300000|,|171.746057000000|,|[MP,2003,Dyno]|,g
|1954|,|Flock Hill|,|Condor|,|V7|,|1|,|-43.184415197700|,|171.746113300000|,|[MP,2003,Span]|,||
|1955|,|Flock Hill|,|Instant classic sit|,|V7|,|0|,|-43.184362392600|,|171.746150851000|,|[DT,2003]|,|Start on the small holds directly under the line.|
|1956|,|Flock Hill|,|Blue Balls|,|V7|,|0|,|-43.184600993300|,|171.746652424000|,|[DT,2003,Mantle]|,|Weird press rockover to jug|
|1957|,|Flock Hill|,|Venn Diagram|,|V6|,|1|,|-43.181528449000|,|171.748588979000|,|[CT,2003,Slopers,Kneebar]|,|Start in hueco/s and do battle with good slopers|
|1958|,|Flock Hill|,|Triple negative|,|V6|,|1|,|-43.186737600000|,|171.749073900000|,|[DT,2003,Span]|,||
|1959|,|Flock Hill|,|Side Stepping Samoans|,|V7|,|0|,|-43.184166817500|,|171.749073118000|,|[DT,2006,Pinch]|,|Start on rail, move to right hand pinch then up to left-hand sidepull|
|1960|,|Flock Hill|,|Aslans Dyno|,|V7|,|0|,|-43.181549072266|,|171.748550415040|,|[DT,2007,Dyno]|,|High start and big dyno.|
|1961|,|Flock Hill|,|Vortex of damnation|,|V7|,|1|,|-43.180986700000|,|171.748672100000|,|[JM,DT,2008,Prow]|,|Sit start on cool prow that looks out over a gully of doom off the scarp.|
|1962|,|Flock Hill|,|Parallelogram|,|V7|,|0|,|-43.187210083008|,|171.746459960938|,|[DT,2008]|,g
|1963|,|Flock Hill|,|Mayans runnels|,|V7|,|1|,|-43.186163609300|,|171.746204495000|,|[MS,Midgets,Runnel]|,||
|1964|,|Flock Hill|,|front v4 boulder|,|V7|,|0|,|-43.184524536133|,|171.747833251953|,|[DT,2009]|,g
|1965|,|Flock Hill|,|Left Elevation|,|V7|,|0|,|-43.185901641846|,|171.745666503910|,|[DT,2009,Highball]|,g
|1966|,|Flock Hill|,|Tijuana Bottle Rocket|,|V7|,|0|,|-43.187436749900|,|171.747084260000|,|[GG,2009,Dyno]|,||
|1967|,|Flock Hill|,|Fanta Pants|,|V7|,|2|,|-43.185774400000|,|171.747717300000|,|[DT,2011,Dyno,Smears]|,|Start off the block to the right and swing on to the face. Launch with either hand (or both).|
|1968|,|Flock Hill|,|Heaven and Hell|,|V7|,|1|,|-43.182703900000|,|171.746381500000|,|[DT,2011,Highball]|,|Straight up to same finish as the Gatekeeper.|
|1969|,|Flock Hill|,|Action Sports Hero|,|V7|,|0|,|-43.182545476300|,|171.748425364000|,|[DT,2011,Dyno]|,|Balance and dyno.|
|1970|,|Flock Hill|,|Pumba|,|V6|,|0|,|-43.182582636626|,|171.746956855060|,|[ZO,2011,Span]|,||
|1971|,|Flock Hill|,|Slab on Porky|,|V6|,|0|,|-43.186187744141|,|171.747879028320|,|[DT,2011,Smears,Slab]|,g
|1972|,|Flock Hill|,|Scarp Shield|,|V6|,|0|,|-43.186410025600|,|171.750080287000|,|[DT,2011,Compression]|,|Steep compression problem just over the edge of the scarp.|
|1973|,|Flock Hill|,|Texas Longhorn sit|,|V7|,|0|,|-43.186470651700|,|171.749991775000|,|[DT,2011,Midgets,Friendly]|,g
|1974|,|Flock Hill|,|Rock mover traverse|,|V7|,|0|,|-43.187222000000|,|171.746632700000|,|[DT,2011,Traverse]|,g
|1975|,|Flock Hill|,|Blue Lines|,|V7|,|0|,|-43.184126419000|,|171.749348044400|,|[PA,2011,Campus]|,|<br>|
|1976|,|Flock Hill|,|Non-Sequitar direct|,|V7|,|0|,|-43.184307098389|,|171.745803833008|,|[DT,2012,Compression]|,g
|1977|,|Flock Hill|,|Trax|,|V6|,|0|,|-43.188612100000|,|171.748578300000|,|[PD,Traverse]|,g
|1978|,|Flock Hill|,|The Craft|,|V6|,|0|,|-43.186198100000|,|171.746691700000|,|[DT,2001,Slopers,Crimpers]|,g
|1979|,|Flock Hill|,|Protein|,|V6|,|0|,|-43.184432983398|,|171.748947143560|,|[IV,2001,Pinch,Campus]|,g
|1980|,|Flock Hill|,|Vitamin|,|V6|,|0|,|-43.184406280518|,|171.748931884770|,|[IV,2001,Slopers]|,g
|1982|,|Flock Hill|,|Concorde|,|V6|,|2|,|-43.184587303100|,|171.746354699000|,|[DT,2003,Slopers,Crimpers,Pockets,Highball]|,|A turbojet-powered supersonic problem.|
|1983|,|Flock Hill|,|Kurt Colossus|,|V6|,|0|,|-43.185272216797|,|171.747894287110|,|[MP,2003,Madness,Slab,Campus]|,g
|1984|,|Flock Hill|,|Orange Aid|,|V6|,|2|,|-43.187587300000|,|171.749892500000|,|[DT,2003,Prow,Slopers,hipster]|,|Start on small crimps, move to jug and use slopers to top out|
|1985|,|Flock Hill|,|Gibbon|,|V6|,|0|,|-43.186320064218|,|171.747859418390|,|[DT,2006,Steep,Span,Heels]|,|Start on the big jug, heel up, move hands until you can do big swing out left to cool sloper. Then to big edge and to huge reach out left.|
|1986|,|Flock Hill|,|Sadukar|,|V6|,|0|,|-43.184827900000|,|171.748425400000|,|[DH,2003,Span]|,|Stand start on the two opposing slopers. Select your foothold of choice and fire for the mega jug.|
|1987|,|Flock Hill|,|left of millennium|,|V6|,|1|,|-43.185647305000|,|171.745890677000|,|[DT,2009,Highball,Slab]|,|Either dyno or lock between jugs then climb the hard slab.|
|1988|,|Flock Hill|,|Shockwave|,|V5|,|0|,|-43.186001300000|,|171.746660500000|,|[DT,2009,Dyno,Prow]|,|Dyno. There are a few methods, the easiest is being tall. Failing that try a pogo with a heavy boot on.|
|1989|,|Flock Hill|,|Figurehead left|,|V6|,|0|,|-43.182834934900|,|171.745820940000|,|[DT,2009,pojo,Crimpers,Traverse,Span,Jugs]|,|Trend up and right to the obvious jug ledge, Drop Off|
|1990|,|Flock Hill|,|Squadron|,|V6|,|0|,|-43.184010357100|,|171.745710969000|,|[GG,2009,Dyno]|,g
|1991|,|Flock Hill|,|above new black|,|V6|,|0|,|-43.184020135900|,|171.745668054000|,|[DT,2010,Crimpers,Traverse,Sitstart]|,|Sit start and traverse left to tricky move through runnel.|
|1992|,|Flock Hill|,|Crossing the Rubicon|,|V6|,|3|,|-43.186638800000|,|171.746893800000|,|[DT,2011,Crimpers,Highball]|,|Climb up then left to good jug. Drop off or top out via dicey smears.|
|1993|,|Flock Hill|,|KFC|,|V6|,|0|,|-43.187168800000|,|171.746770400000|,|[SK,2009,Morpho]|,g
|1994|,|Flock Hill|,|Confession Booth|,|V6|,|1|,|-43.182754516602|,|171.747390747070|,|[PA,2011,Dyno,Sitstart]|,|Great little problem near the Vatican.|
|1995|,|Flock Hill|,|Bawse!!|,|V6|,|2|,|-43.183537061700|,|171.746558547000|,|[TM,2009,Smears,Slab]|,||
|1996|,|Flock Hill|,|Year of the Dragon|,|V6|,|3|,|-43.182713675400|,|171.746724844000|,|[DT,2012,Slopers,Highball]|,|Start off stack of rocks to jam undercling. Awesome moves and perfect holds.|
|1997|,|Flock Hill|,|Dyno down from psychosis|,|V6|,|0|,|-43.184894561768|,|171.746643066410|,|[PA,DT,2012,Dyno,pojo]|,g
|1998|,|Flock Hill|,|Jump to runnel pinch|,|V6|,|0|,|-43.184569701400|,|171.745332778000|,|[ZO,2012,Dyno]|,||
|1999|,|Flock Hill|,|Rumble in the Tussocks|,|V5|,|0|,|-43.186527400000|,|171.747532200000|,|[DT,ZO,TM,2011,Sitstart,Span,lowball]|,g
|2000|,|Gorge Hill|,|Arete in first bit|,|V7|,|0|,|-43.200916290283|,|171.746887207031|,|[DT,2001,Pockets,Arete]|,|Pockets and arete.|
|2001|,|Flock Hill|,|Purple Haze|,|V6|,|2|,|-43.184624462200|,|171.746622920000|,|[MP,2001]|,|An aggressive first move leads to a classic Flock Hill, heel hooking finish|
|2002|,|Flock Hill|,|End of Blocky Wall|,|V7|,|1|,|-43.185463468400|,|171.745874584000|,|[DT,2012,Highball]|,|Kinda strange moves up the face to smeary groove.|
|2003|,|Flock Hill|,|Fascination Street|,|V10|,|2|,|-43.184354569600|,|171.745077968000|,|[IB,2017,Pockets,Highball,Traverse,Span,gains]|,|Womble up jugs to hard 6 foot span out right, then cross over and jump at the jug. Then womble out right further.|
|2004|,|Flock Hill|,|Sunshine Arete|,|V2|,|3|,|-43.184233300000|,|171.746081100000|,|[Highball,Rad,Arete,Smears,Layback]|,|Layback the arete all the way to a slopey topout.|
|2005|,|Flock Hill|,|Rasta Monkey|,|V3|,|1|,|-43.184509277344|,|171.745819091800|,|[ZO,DT,2010]|,|Strange Climbing up the scoop above Leopard|
|2006|,|Flock Hill|,|Pocket Wall|,|V2|,|2|,|-43.186505900000|,|171.747717300000|,|[Pockets]|,|Climb the big pockets to a long move at the top.|
|2007|,|Flock Hill|,|Foops|,|V2|,|3|,|-43.184886530600|,|171.745373011000|,|[Dyno,Highball,Morpho]|,|Wander along the slab and then jump out at the jug. Morpho - the taller can do static from slopey undercling.|
|2008|,|Flock Hill|,|Elevation|,|V5|,|3|,|-43.185883945000|,|171.745694876000|,|[CJ,2003,Highball]|,|Awesome line! One hard move to gain the pod. Easy climbing to the top from there.|
|2009|,|Flock Hill|,|Rite of Validation|,|V7|,|2|,|-43.185899590600|,|171.745651960000|,|[DT,2010,Slopers,Gaston]|,|To the Right of Elevation. Two big lat moves.|
|2010|,|Flock Hill|,|Hamster|,|V4|,|1|,|-43.183654785156|,|171.746414184570|,||,|Tricky start, juggy finish. Kind of tall.|
|2011|,|Flock Hill|,|Old Face|,|V2|,|2|,|-43.184794611200|,|171.746875048000|,|[Pockets]|,|One of the classics; a number of interesting sequences gets you to the juggy topout|
|2012|,|Quantum Field|,|Jihad|,|V7|,|0|,|-43.228313700000|,|171.715662200000|,|[IV,1999,Rockover,Undercling]|,|Undercling rockover. Jihad Jihad!|
|2013|,|Quantum Field|,|Blade Runner|,|V7|,|0|,|-43.230063800000|,|171.714545300000|,|[IV,1999,Crimpers,Razorblades]|,|Crimpy nastiness. Not in fashion.|
|2014|,|Quantum Field|,|Spirilina|,|V7|,|0|,|-43.227578000000|,|171.716640100000|,|[IV,1999,Pockets,Traverse,Jugs]|,|Eat lots of it. Traverse from right to left.|
|2015|,|Quantum Field|,|Firefingers|,|V7|,|1|,|-43.228337200000|,|171.715281300000|,|[RD,1998,Undercling]|,|Hard pull on underclings and blind slap. Start one hand undercling one in the pocket.|
|2016|,|Quantum Field|,|Kneebanger|,|V7|,|0|,|-43.227961900000|,|171.714345900000|,|[SC,2000,Slab,Rockover]|,|Slab rockover. It doesn't get better than hand to footÛ|
|2017|,|Quantum Field|,|Odyssey|,|V7|,|2|,|-43.228409500000|,|171.715275900000|,|[IV,1998,Slopers,Pockets]|,|Perfect Quantum weirdness.|
|2018|,|Quantum Field|,|Quantum Mechanics|,|V7|,|1|,|-43.230074500000|,|171.714092700000|,|[SG,Crimpers]|,|The first hard problem in the area. So now it is a nasty polished minge-fest. Gets a star for its history.|
|2019|,|Quantum Field|,|Monkey See Monkey Do|,|V7|,|1|,|-43.227450800000|,|171.714925800000|,|[DT,2000,Compression,Morpho]|,|Sweet arete with some trickery.|
|2020|,|Quantum Field|,|Bio Hazard|,|V7|,|3|,|-43.229875200000|,|171.715227700000|,|[SG,Pockets,Highball]|,|The classic. Awesome moves traversing on pockets. Do not fall off the top.|
|2021|,|Quantum Field|,|Simultaneous Equation|,|V7|,|0|,|-43.228277700000|,|171.715295300000|,|[MW,2000,Traverse]|,|Traverse from left to right and top out Firefingers.|
|2022|,|Quantum Field|,|Slapper|,|V7|,|1|,|-43.229994400000|,|171.715305400000|,|[IV,1999,Mantle,Arete]|,|Start on pocket and slap up.|
|2023|,|Quantum Field|,|Oil|,|V7|,|2|,|-43.228083101200|,|171.715654135000|,|[IV,1998,Pockets,Smears]|,|Classic hard start to committing finish.|
|2024|,|Quantum Field|,|Crucifixion|,|V6|,|0|,|-43.229847900000|,|171.714557100000|,|[IV,1999,Bulge]|,|Spanny bulge.|
|2025|,|Quantum Field|,|Willy Nilly|,|V7|,|0|,|-43.230410700000|,|171.714077000000|,|[JS,1999,Contrived,Crimpers]|,|Golden edges. Only V7 if you do not go out left.|
|2026|,|Quantum Field|,|Phallic Aesthetics|,|V7|,|0|,|-43.229150600000|,|171.715582100000|,|[LC,1998,Smears,Slab]|,|Climb slab to pocket and slopey top out.|
|2027|,|Quantum Field|,|The Phoenix|,|V7|,|2|,|-43.227891575000|,|171.715592444000|,|[DT,2000,Prow,Slopers]|,|Popular little prow.|
|2028|,|Quantum Field|,|The Beast Within|,|V6|,|2|,|-43.229795100000|,|171.714997000000|,|[MW,1999,Highball,Slab]|,|Awesome balancey slab.|
|2029|,|Quantum Field|,|Rapt|,|V7|,|0|,|-43.229466400000|,|171.715491400000|,|[DT,2000,Mantle,Bulge]|,|Tiny little bulge. Difficult.|
|2030|,|Quantum Field|,|Misfit|,|V7|,|0|,|-43.228675300000|,|171.714929900000|,|[DT,2000,Slopers,Crimpers]|,|Hard start.|
|2031|,|Quantum Field|,|Wasabi|,|V7|,|1|,|-43.229902600000|,|171.714750200000|,|[IV,1999,Slopers,Bulge]|,|Mentally hard bulgy arete thing.|
|2032|,|Quantum Field|,|Mr Grievous|,|V7|,|1|,|-43.229525391500|,|171.715825796000|,|[DT,2001,Pockets]|,|Pockets then groove.|
|2033|,|Quantum Field|,|Beached Male|,|V7|,|1|,|-43.229808800000|,|171.715144500000|,|[SP,1999,Slopers]|,|Classic mantle or campus?|
|2034|,|Quantum Field|,|Gripper|,|V7|,|1|,|-43.229705186800|,|171.714420319000|,|[IV,2000,power,Span]|,|Start low on big flake and power leftwards.|
|2035|,|Quantum Field|,|Fatwa|,|V7|,|2|,|-43.228565800000|,|171.714975500000|,|[DT,2001,Mantle,Slopers]|,|Slap slap mantle.|
|2036|,|Quantum Field|,|Snakeoid|,|V6|,|0|,|-43.228280500000|,|171.715589800000|,|[IV,2001,Smears,Bulge]|,|Smear up the Bulge.|
|2037|,|Quantum Field|,|Thin Lizzy|,|V7|,|1|,|-43.229484400000|,|171.714610800000|,|[SC,2001,Crimpers,Smears,Slab]|,|Tricky little slab|
|2038|,|Quantum Field|,|Arabica|,|V7|,|0|,|-43.228328700000|,|171.716525100000|,|[IV,2001,Bulge]|,|Bulge arete, start high.|
|2039|,|Quantum Field|,|Glampuss|,|V7|,|0|,|-43.227869800000|,|171.715404400000|,|[IV,2001,Mantle]|,|Reach out over roof and mantle.|
|2040|,|Quantum Field|,|Point Break|,|V7|,|0|,|-43.228972300000|,|171.716470400000|,|[DT,2001,Pockets]|,|Start on big pocket and do long move over the top of boulder.|
|2041|,|Quantum Field|,|Lavender|,|V6|,|0|,|-43.229175600000|,|171.715672900000|,|[IV,2001,Smears,Slab]|,|Slab.|
|2042|,|Quantum Field|,|Uncle Sam's Safe Smacker|,|V7|,|0|,|-43.227684200000|,|171.716503100000|,|[IV,2001,Traverse]|,|Silly little traverse around the tiny boulder.|
|2043|,|Quantum Field|,|Mr Swish|,|V7|,|0|,|-43.230602200000|,|171.713769900000|,|[IV,2001,Slopers]|,|Long move to sloper.|
|2044|,|Quantum Field|,|Jump & Slap|,|V7|,|0|,|-43.227986700000|,|171.714429400000|,|[DT,2001,Slopers,Smears]|,|Just like the title says.|
|2045|,|Quantum Field|,|The Froggatt Simulator|,|V7|,|0|,|-43.230149500000|,|171.715077500000|,|[DT,2001,Crimpers,Pockets,Sitstart]|,|How good is Froggatt? Sit start on big crimps and move right via mono.|
|2046|,|Spittle Hill|,|Scotts sit start|,|V7|,|1|,|-43.231229700000|,|171.714557100000|,|[SM]|,|Little Prow.|
|2047|,|Quantum Field|,|Kung Fu Mojo|,|V5|,|0|,|-43.229715000000|,|171.714589300000|,|[IV,2001]|,|Bam Kapow.|
|2048|,|Quantum Field|,|Phalanx|,|V7|,|1|,|-43.229042700000|,|171.715804300000|,|[IV,2000,Pockets]|,|Stem groove and reach pocket. Classic Quantum field top out.|
|2049|,|Quantum Field|,|Double Espresso|,|V7|,|2|,|-43.228294200000|,|171.716566100000|,|[IV,2001,Highball]|,|Pockets and high slab.|
|2050|,|Quantum Field|,|fire finger -> simultaneous eq|,|V7|,|0|,|-43.228289000000|,|171.715287300000|,|[DT,2001,Traverse,Undercling,Linkup]|,|Climb Fire Fingers and traverse left.|
|2051|,|Quantum Field|,|Propulsion|,|V7|,|0|,|-43.230063800000|,|171.714968000000|,|[IV,2000,Slopers]|,|Move out right to jug.|
|2052|,|Quantum Field|,|Mental Edge|,|V7|,|3|,|-43.229933800000|,|171.715144500000|,|[DT,2002,Highball]|,|Tricky and amazing arete. The left side of the Pie Stop Arete.|
|2053|,|Quantum Field|,|Side Step sit|,|V7|,|0|,|-43.230126900000|,|171.714794000000|,|[DT,2002,Sitstart]|,g
|2054|,|Quantum Field|,|below midnight milk|,|V7|,|0|,|-43.227383700000|,|171.714851300000|,|[DT,2002,Mantle,Crimpers]|,|One move to slopers.|
|2055|,|Quantum Field|,|Wax on Wax Off|,|V7|,|2|,|-43.228331300000|,|171.716187900000|,|[MP,2002,Slopers]|,|Madness slopers pressing.|
|2056|,|Quantum Field|,|Coda|,|V7|,|2|,|-43.228579500000|,|171.715758700000|,|[IV,2002]|,g
|2057|,|Quantum Field|,|Kareem Abdul-Jabbar|,|V7|,|0|,|-43.229113000000|,|171.716381000000|,|[IV,2000,Pockets,Campus]|,|Jump to pocket and campus.|
|2058|,|Quantum Field|,|Ivan's new near Kelvinator|,|V7|,|0|,|-43.228092193604|,|171.716018676760|,|[IV,2002,Bulge]|,|Bulge.|
|2059|,|Quantum Field|,|Traveling Around The World At The Speed Of Sound|,|V7|,|0|,|-43.228263854980|,|171.716308593750|,|[JP,2001,Dyno]|,|Dyno.|
|2060|,|Quantum Field|,|Dominatrix|,|V6|,|0|,|-43.227570900000|,|171.716061400000|,|[MP,2002,Kneebar]|,|Kneebar up vagina.|
|2061|,|Quantum Field|,|Skin Graft|,|V7|,|0|,|-43.229496100000|,|171.714675100000|,|[SC,2002]|,|Slap up the left side of the arete using slopers to get to the dish|
|2062|,|Quantum Field|,|Knight of the long Knives|,|V7|,|1|,|-43.229154100000|,|171.715984000000|,|[2002,Traverse]|,|Traverse to arete then up - first ascent by that guy from Salt Lake City.|
|2063|,|Quantum Field|,|Ginsu|,|V7|,|0|,|-43.229812622070|,|171.714904785160|,|[DT,2003,Crimpers,Razorblades]|,|Nasty crimpers and go left into layback.|
|2064|,|Quantum Field|,|Scary Dyno|,|V7|,|0|,|-43.229656219482|,|171.715805053710|,|[DT,2003,Dyno,Doom]|,g
|2065|,|Quantum Field|,|Bio Hazard Direct|,|V7|,|3|,|-43.229832200000|,|171.715257200000|,|[DT,TB,2004,Highball]|,|Climb Bio Hazard to the two finger and then rock up and climb slab direct.|
|2066|,|Quantum Field|,|straight up dyno|,|V7|,|0|,|-43.229844600000|,|171.714155400000|,|[DT,2006,Contrived]|,g
|2067|,|Quantum Field|,|Aki|,|V7|,|0|,|-43.228247000000|,|171.715502700000|,|[DJ,2002,Pockets]|,|Hard pull off bad pocket.|
|2068|,|Quantum Field|,|Taltec|,|V7|,|0|,|-43.228561401367|,|171.716339111330|,|[DT,2006,Campus]|,|Campus Groove.|
